Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainfallTomorrow,RainTomorrow
2009-05-21,Albury,4.4,19.8,0.0,,,SE,20.0,,SE,0.0,7.0,81,48,1025.2,1022.3,,,9.4,19.1,No,0.0,No
2009-05-22,Albury,4.7,19.8,0.0,,,SE,24.0,S,SE,4.0,19.0,75,43,1025.2,1021.4,,,10.1,19.6,No,0.0,No
2009-05-23,Albury,6.2,22.9,0.0,,,E,30.0,NE,SE,6.0,9.0,71,37,1022.2,1019.4,,,11.9,21.7,No,0.0,No
2009-05-24,Albury,6.7,21.1,0.0,,,SE,20.0,,SE,0.0,11.0,69,43,1025.0,1022.1,,,12.5,20.8,No,0.0,No
2009-05-25,Albury,9.3,20.3,0.0,,,NE,31.0,SE,NE,9.0,22.0,77,50,1024.6,1019.7,2.0,8.0,11.6,19.5,No,4.2,Yes
2009-05-26,Albury,11.6,18.1,4.2,,,E,19.0,E,SSE,2.0,6.0,97,74,1021.4,1019.2,8.0,3.0,13.6,17.4,Yes,0.8,No
2009-05-27,Albury,8.0,16.2,0.8,,,W,20.0,,WSW,0.0,11.0,99,58,1021.7,1019.3,8.0,,10.1,15.6,No,0.0,No
2009-05-28,Albury,2.6,15.7,0.0,,,SSE,13.0,,S,0.0,2.0,91,48,1023.4,1021.6,,,7.1,15.3,No,0.0,No
2009-05-29,Albury,2.2,16.5,0.0,,,ESE,33.0,,SE,0.0,19.0,67,44,1025.6,1024.0,,,10.2,15.9,No,0.0,No
2009-05-30,Albury,2.2,16.8,0.0,,,SE,26.0,,SE,0.0,15.0,65,44,1030.3,1028.5,,,9.6,16.7,No,0.0,No
2009-05-31,Albury,1.7,17.1,0.0,,,NW,44.0,,SE,0.0,9.0,73,46,1034.1,1029.9,,,8.0,16.8,No,1.2,Yes
2009-06-01,Albury,8.0,14.3,1.2,,,SE,13.0,,,0.0,0.0,88,75,1031.9,1029.2,8.0,8.0,9.2,14.0,Yes,1.4,Yes
2009-06-02,Albury,8.4,13.4,1.4,,,SE,13.0,,ESE,0.0,7.0,78,75,1029.3,1026.2,8.0,8.0,10.6,13.4,Yes,4.8,Yes
2009-06-03,Albury,10.6,14.3,4.8,,,SE,13.0,ENE,SE,6.0,9.0,85,97,1023.5,1020.4,8.0,8.0,12.4,13.0,Yes,8.0,Yes
2009-06-04,Albury,8.9,17.4,8.0,,,ENE,13.0,NW,E,2.0,4.0,99,58,1021.0,1017.5,8.0,7.0,11.3,16.5,Yes,0.0,No
2009-06-05,Albury,2.8,16.1,0.0,,,W,20.0,NNE,W,4.0,11.0,86,57,1017.9,1015.1,,,7.6,15.6,No,0.2,No
2009-06-06,Albury,1.7,10.5,0.2,,,ESE,11.0,E,,4.0,0.0,99,91,1015.2,1011.1,8.0,8.0,4.7,10.2,No,14.4,Yes
2009-06-07,Albury,4.7,11.6,14.4,,,NNW,30.0,NNW,NNW,6.0,17.0,93,80,1007.5,1006.3,8.0,8.0,10.0,11.5,Yes,4.6,Yes
2009-06-08,Albury,9.0,12.0,4.6,,,WNW,33.0,WNW,WNW,9.0,26.0,88,79,1009.6,1008.7,8.0,8.0,10.3,11.4,Yes,2.0,Yes
2009-06-09,Albury,6.3,8.8,2.0,,,W,43.0,NNW,WNW,13.0,13.0,92,95,1011.1,1008.3,8.0,8.0,6.8,7.9,Yes,5.6,Yes
2009-06-10,Albury,3.0,10.5,5.6,,,WNW,37.0,W,WSW,15.0,22.0,77,56,1017.6,1018.4,,4.0,4.9,9.7,Yes,0.0,No
2009-06-11,Albury,-2.0,9.6,0.0,,,SE,13.0,,ESE,0.0,6.0,84,72,1025.1,1023.0,,1.0,2.2,8.8,No,0.0,No
2009-06-12,Albury,-1.3,8.2,0.0,,,ESE,15.0,E,SSE,6.0,6.0,99,72,1025.7,1022.2,8.0,7.0,1.9,7.9,No,0.0,No
2009-06-13,Albury,1.8,12.4,0.0,,,ENE,28.0,E,NE,4.0,15.0,86,60,1018.3,1013.0,,4.0,5.9,12.1,No,0.0,No
2009-06-14,Albury,2.0,15.8,0.0,,,NNE,24.0,,NE,0.0,11.0,82,49,1011.8,1009.3,,,6.5,15.5,No,0.4,No
2009-06-15,Albury,0.5,14.9,0.4,,,ESE,13.0,NNE,,2.0,0.0,99,63,1013.9,1012.8,,,5.4,13.9,No,0.0,No
2009-06-16,Albury,1.2,17.7,0.0,,,SE,17.0,,ESE,0.0,6.0,83,49,1022.3,1022.2,,,6.6,15.4,No,0.0,No
2009-06-17,Albury,0.6,15.9,0.0,,,WSW,13.0,,W,0.0,2.0,94,52,1029.7,1027.7,,,5.6,14.9,No,0.0,No
2009-06-18,Albury,0.5,14.7,0.0,,,N,11.0,N,,6.0,0.0,99,63,1031.6,1028.6,8.0,,4.7,14.5,No,,No
